-0.00191174709766,x,1.0,y,0.0
0.0926152490862,x,1.075,y,0.0
0.202515288064,x,1.15,y,0.0
0.303426899396,x,1.225,y,0.0
0.402737970152,x,1.3,y,0.0
0.501743668165,x,1.375,y,0.0
0.590320867218,x,1.45,y,0.0
0.717880644272,x,1.525,y,0.0
0.815582212505,x,1.6,y,0.0
0.903739219683,x,1.675,y,0.0
1.00758097826,x,1.75,y,0.0
1.0945258427,x,1.825,y,0.0
1.19062524989,x,1.9,y,0.0
1.28587241327,x,1.975,y,0.0
1.41209058396,x,2.05,y,0.0
1.49418893332,x,2.125,y,0.0
1.59385361394,x,2.2,y,0.0
1.70369848335,x,2.275,y,0.0
1.79276003506,x,2.35,y,0.0
1.91241767172,x,2.425,y,0.0
1.9983245567,x,2.5,y,0.0
2.09418211369,x,2.575,y,0.0
2.19221461009,x,2.65,y,0.0
2.29585530855,x,2.725,y,0.0
2.40302244062,x,2.8,y,0.0
2.50658919077,x,2.875,y,0.0
2.58633285615,x,2.95,y,0.0
2.6972423604,x,3.025,y,0.0
2.82433850106,x,3.1,y,0.0
2.91617000593,x,3.175,y,0.0
2.99858490131,x,3.25,y,0.0
3.07352353062,x,3.325,y,0.0
3.18797486769,x,3.4,y,0.0
3.29629238191,x,3.475,y,0.0
3.39321619417,x,3.55,y,0.0
3.49739015918,x,3.625,y,0.0
3.59146800041,x,3.7,y,0.0
3.70620817656,x,3.775,y,0.0
3.79759023082,x,3.85,y,0.0
3.90725814309,x,3.925,y,0.0
3.99504974738,x,4.0,y,0.0
4.09221720281,x,4.0,y,0.0
4.21084141342,x,4.0,y,0.0
4.29836637034,x,4.0,y,0.0
4.40671434963,x,4.0,y,0.0
4.49714924366,x,4.0,y,0.0
4.59982171357,x,4.0,y,0.0
4.70453758818,x,4.0,y,0.0
4.8110963443,x,4.0,y,0.0
4.91067106938,x,4.0,y,0.0
4.99822670657,x,4.0,y,0.0
5.0849963831,x,4.0,y,0.0
5.19789194378,x,4.0,y,0.0
5.27664854141,x,4.0,y,0.0
5.39637249003,x,4.0,y,0.0
5.49964503302,x,4.0,y,0.0
5.60997936604,x,4.0,y,0.0
5.69277580878,x,4.0,y,0.0
5.80446582794,x,4.0,y,0.0
5.91917492798,x,4.0,y,0.0
6.00829791021,x,4.0,y,0.0
6.10955901071,x,4.0,y,0.0
6.19980120054,x,4.0,y,0.0
6.30068049583,x,4.0,y,0.0
6.41026881132,x,4.0,y,0.0
6.50320793021,x,4.0,y,0.0
6.61567974098,x,4.0,y,0.0
6.71189011695,x,4.0,y,0.0
6.80473402933,x,4.0,y,0.0
6.89213373714,x,4.0,y,0.0
